,MVT_GT_Tucson AZ
2015-01-01 00:00:00,54
2015-03-01 00:00:00,44
2015-08-01 00:00:00,18
2015-09-01 00:00:00,30
2016-01-01 00:00:00,34
2016-04-01 00:00:00,15
2016-07-01 00:00:00,30
2016-08-01 00:00:00,42
2016-10-01 00:00:00,100
2017-01-01 00:00:00,15
2017-02-01 00:00:00,32
2017-04-01 00:00:00,24
2017-08-01 00:00:00,38
2017-09-01 00:00:00,18
2017-10-01 00:00:00,37
2017-11-01 00:00:00,31
2017-12-01 00:00:00,60
2018-03-01 00:00:00,24
2018-04-01 00:00:00,66
2018-05-01 00:00:00,12
2018-07-01 00:00:00,19
2018-10-01 00:00:00,22
2018-12-01 00:00:00,19
2019-01-01 00:00:00,18
2019-04-01 00:00:00,43
2019-06-01 00:00:00,21
2019-08-01 00:00:00,33
2019-09-01 00:00:00,16
2020-01-01 00:00:00,20
2020-05-01 00:00:00,14
2020-06-01 00:00:00,12
2020-08-01 00:00:00,24
2020-09-01 00:00:00,20
2020-10-01 00:00:00,22
2020-12-01 00:00:00,17
2021-02-01 00:00:00,21
2021-06-01 00:00:00,29
2021-08-01 00:00:00,25
2021-11-01 00:00:00,19
2021-12-01 00:00:00,12
2022-03-01 00:00:00,46
2022-04-01 00:00:00,28
2022-05-01 00:00:00,10
2022-06-01 00:00:00,13
2022-07-01 00:00:00,20
2022-11-01 00:00:00,28
