,MVT_GT_Bakersfield CA
2015-08-01 00:00:00,71
2015-09-01 00:00:00,38
2016-01-01 00:00:00,27
2016-02-01 00:00:00,45
2016-04-01 00:00:00,18
2016-07-01 00:00:00,21
2016-09-01 00:00:00,30
2016-10-01 00:00:00,36
2017-04-01 00:00:00,27
2017-05-01 00:00:00,30
2017-07-01 00:00:00,20
2017-08-01 00:00:00,38
2017-09-01 00:00:00,59
2017-10-01 00:00:00,18
2018-02-01 00:00:00,24
2018-03-01 00:00:00,20
2018-04-01 00:00:00,20
2018-05-01 00:00:00,46
2018-06-01 00:00:00,36
2018-07-01 00:00:00,38
2018-08-01 00:00:00,100
2019-02-01 00:00:00,16
2019-06-01 00:00:00,52
2019-07-01 00:00:00,29
2019-08-01 00:00:00,17
2019-09-01 00:00:00,15
2019-10-01 00:00:00,24
2019-12-01 00:00:00,24
2020-02-01 00:00:00,77
2020-04-01 00:00:00,33
2020-05-01 00:00:00,21
2020-07-01 00:00:00,31
2020-09-01 00:00:00,25
2020-10-01 00:00:00,20
2020-11-01 00:00:00,20
2021-01-01 00:00:00,45
2021-02-01 00:00:00,23
2021-03-01 00:00:00,18
2021-04-01 00:00:00,30
2021-06-01 00:00:00,48
2021-08-01 00:00:00,19
2021-09-01 00:00:00,15
2021-10-01 00:00:00,14
2021-11-01 00:00:00,23
2021-12-01 00:00:00,25
2022-03-01 00:00:00,13
2022-05-01 00:00:00,16
2022-06-01 00:00:00,23
2022-07-01 00:00:00,14
2022-09-01 00:00:00,17
2022-10-01 00:00:00,34
2022-11-01 00:00:00,13
2022-12-01 00:00:00,55
